date,month,year,region,indicator,data_value,measurement,units,ocean_coastal
2014-06-14,Jun,2014,Chatham,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-07-17,Jul,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.260717,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-08-15,Aug,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.263236,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-09-17,Sep,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.564697,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-10-16,Oct,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.436719,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-11-14,Nov,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.542022,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2014-12-17,Dec,2014,Chatham,Near surface concentration of chlorophyll a chl a,0.375681,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-01-15,Jan,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.372497,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-02-13,Feb,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.416216,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-03-15,Mar,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.498644,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-04-16,Apr,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.484473,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-05-16,May,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.416074,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-06-14,Jun,2015,Chatham,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-07-17,Jul,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.236847,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-08-15,Aug,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.271345,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-09-17,Sep,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.393103,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-10-16,Oct,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.592463,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-11-14,Nov,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.531987,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2015-12-17,Dec,2015,Chatham,Near surface concentration of chlorophyll a chl a,0.429307,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-01-15,Jan,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.407912,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-02-13,Feb,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.523744,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-03-17,Mar,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.601263,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-04-16,Apr,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.517524,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-05-15,May,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.427236,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-06-17,Jun,2016,Chatham,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-07-16,Jul,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.355334,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-08-14,Aug,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.341662,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-09-16,Sep,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.782198,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-10-16,Oct,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.728311,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-11-14,Nov,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.595201,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2016-12-17,Dec,2016,Chatham,Near surface concentration of chlorophyll a chl a,0.499811,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-01-15,Jan,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.466987,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-02-13,Feb,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.431586,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-03-15,Mar,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.418043,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-04-16,Apr,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.540614,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-05-16,May,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.445456,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-06-14,Jun,2017,Chatham,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-07-17,Jul,2017,Chatham,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-08-15,Aug,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.513923,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-09-17,Sep,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.540101,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-10-16,Oct,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.551341,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-11-14,Nov,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.517158,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2017-12-17,Dec,2017,Chatham,Near surface concentration of chlorophyll a chl a,0.603687,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-01-15,Jan,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.256996,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-02-13,Feb,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.177365,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-03-15,Mar,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.189598,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-04-16,Apr,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.21568,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-05-16,May,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.257347,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-06-14,Jun,1998,Tasman,Near surface concentration of chlorophyll a chl a,NA,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-07-17,Jul,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.23359,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-08-15,Aug,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.236598,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-09-17,Sep,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.28907,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-10-16,Oct,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.293362,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-11-14,Nov,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.312535,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1998-12-17,Dec,1998,Tasman,Near surface concentration of chlorophyll a chl a,0.232905,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-01-15,Jan,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.159301,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-02-13,Feb,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.156076,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-03-15,Mar,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.163952,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-04-16,Apr,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.196782,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-05-16,May,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.238088,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-06-14,Jun,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.233413,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-07-17,Jul,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.210267,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-08-15,Aug,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.231488,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-09-17,Sep,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.345989,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-10-16,Oct,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.347058,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-11-14,Nov,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.313207,Mean,Milligrams/cubic M (mg m⁻³),Ocean
1999-12-17,Dec,1999,Tasman,Near surface concentration of chlorophyll a chl a,0.236228,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-01-15,Jan,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.172529,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-02-13,Feb,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.202444,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-03-17,Mar,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.207943,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-04-16,Apr,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.214465,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-05-15,May,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.238456,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-06-17,Jun,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.251152,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-07-16,Jul,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.222349,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-08-14,Aug,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.219699,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-09-16,Sep,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.306646,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-10-16,Oct,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.321306,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-11-14,Nov,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.287825,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2000-12-17,Dec,2000,Tasman,Near surface concentration of chlorophyll a chl a,0.247707,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-01-15,Jan,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.200832,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-02-13,Feb,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.174847,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-03-15,Mar,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.164771,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-04-16,Apr,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.204116,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-05-16,May,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.214085,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-06-14,Jun,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.244412,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-07-17,Jul,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.210108,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-08-15,Aug,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.221479,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-09-17,Sep,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.390728,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-10-16,Oct,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.305435,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-11-14,Nov,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.273497,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2001-12-17,Dec,2001,Tasman,Near surface concentration of chlorophyll a chl a,0.218824,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-01-15,Jan,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.172546,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-02-13,Feb,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.170983,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-03-15,Mar,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.173777,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-04-16,Apr,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.202948,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-05-16,May,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.236139,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-06-14,Jun,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.249366,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-07-17,Jul,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.214441,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-08-15,Aug,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.223776,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-09-17,Sep,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.300133,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-10-16,Oct,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.342938,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-11-14,Nov,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.484493,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2002-12-17,Dec,2002,Tasman,Near surface concentration of chlorophyll a chl a,0.322953,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-01-15,Jan,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.228361,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-02-13,Feb,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.247208,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-03-15,Mar,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.220359,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-04-16,Apr,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.215619,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-05-16,May,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.246308,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-06-14,Jun,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.276715,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-07-17,Jul,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.22443,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-08-15,Aug,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.251062,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-09-17,Sep,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.311947,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-10-16,Oct,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.383572,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-11-14,Nov,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.405427,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2003-12-17,Dec,2003,Tasman,Near surface concentration of chlorophyll a chl a,0.360606,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-01-15,Jan,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.320784,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-02-13,Feb,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.306247,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-03-17,Mar,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.307387,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-04-16,Apr,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.328977,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-05-15,May,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.29227,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-06-17,Jun,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.29558,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-07-16,Jul,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.242442,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-08-14,Aug,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.235052,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-09-16,Sep,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.321002,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-10-16,Oct,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.38143,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-11-14,Nov,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.311337,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2004-12-17,Dec,2004,Tasman,Near surface concentration of chlorophyll a chl a,0.291542,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-01-15,Jan,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.363291,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-02-13,Feb,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.295892,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-03-15,Mar,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.267128,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-04-16,Apr,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.286205,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-05-16,May,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.315992,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-06-14,Jun,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.287039,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-07-17,Jul,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.267215,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-08-15,Aug,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.270845,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-09-17,Sep,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.4135,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-10-16,Oct,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.352724,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-11-14,Nov,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.362064,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2005-12-17,Dec,2005,Tasman,Near surface concentration of chlorophyll a chl a,0.318706,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-01-15,Jan,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.255326,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-02-13,Feb,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.279872,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-03-15,Mar,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.283092,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-04-16,Apr,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.311287,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-05-16,May,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.321303,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-06-14,Jun,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.288198,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-07-17,Jul,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.239227,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-08-15,Aug,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.269912,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-09-17,Sep,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.48145,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-10-16,Oct,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.412174,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-11-14,Nov,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.459169,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2006-12-17,Dec,2006,Tasman,Near surface concentration of chlorophyll a chl a,0.419835,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2007-01-15,Jan,2007,Tasman,Near surface concentration of chlorophyll a chl a,0.362944,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2007-02-13,Feb,2007,Tasman,Near surface concentration of chlorophyll a chl a,0.351592,Mean,Milligrams/cubic M (mg m⁻³),Ocean
2007-03-15,Mar,2007,Tasman,Near surface concentration of chlorophyll a chl a,0.353927,Mean,Milligrams/cubic M (mg m⁻³),Ocean
